,x,y,z
742,0.002502,-8.9e-05,0.002502
743,-0.001689,0.000994,-0.001689
744,0.00138,0.001617,0.00138
745,0.001458,-0.000145,0.001458
746,-0.001774,-0.001758,-0.001774
747,0.000508,0.000734,0.000508
748,0.001063,-0.000785,0.001063
749,-0.001698,0.000202,-0.001698
750,0.000775,0.000893,0.000775
751,0.001665,-1.7e-05,0.001665
752,-0.001033,-0.000229,-0.001033
753,0.002599,0.001345,0.002599
754,0.000565,-0.000373,0.000565
755,-0.002517,-0.00034,-0.002517
756,0.001548,0.001593,0.001548
757,0.000272,9.8e-05,0.000272
758,-0.000961,0.000576,-0.000961
759,0.000675,-0.000718,0.000675
760,0.000438,-0.000801,0.000438
761,-0.002298,0.000908,-0.002298
762,0.001492,-5.2e-05,0.001492
763,-0.000257,-0.001147,-0.000257
764,-0.001018,-0.000267,-0.001018
765,0.00154,0.00074,0.00154
766,-0.000381,-7.9e-05,-0.000381
767,-0.001975,-0.001443,-0.001975
768,0.001571,-0.000159,0.001571
769,0.001397,-0.001714,0.001397
770,-0.00135,0.000381,-0.00135
771,0.002236,-0.000528,0.002236
772,-0.000233,-0.000178,-0.000233
773,-0.00044,-5.5e-05,-0.00044
774,0.001095,0.000117,0.001095
775,0.00043,0.000275,0.00043
776,-0.00152,0.000295,-0.00152
777,0.000907,0.00133,0.000907
778,-2.1e-05,-0.001355,-2.1e-05
779,-0.000679,0.000312,-0.000679
780,0.000919,-9.4e-05,0.000919
781,0.000566,-5e-05,0.000566
782,-0.000707,-0.000798,-0.000707
783,0.00049,0.00078,0.00049
784,0.001467,0.000966,0.001467
785,-0.00165,-0.000862,-0.00165
786,0.00062,0.000348,0.00062
787,0.000818,0.000415,0.000818
788,-0.000205,0.000187,-0.000205
789,0.001438,-0.001187,0.001438
790,0.001476,-0.000303,0.001476
791,-0.003196,0.000116,-0.003196
792,0.002552,-0.000499,0.002552
793,-0.000891,-0.002045,-0.000891
794,-0.001391,-0.000772,-0.001391
795,0.003681,0.001028,0.003681
796,0.000913,-0.000603,0.000913
797,-0.002956,-0.000636,-0.002956
798,0.001231,0.000902,0.001231
799,0.000375,-0.001397,0.000375
800,-0.001426,-0.001623,-0.001426
801,0.001589,0.000375,0.001589
802,-0.000682,-0.000801,-0.000682
803,-0.000941,-0.000286,-0.000941
804,0.001123,-0.000541,0.001123
805,-0.001387,0.000483,-0.001387
806,-4.1e-05,-0.001013,-4.1e-05
807,0.001016,-0.00052,0.001016
808,-0.000689,-4.7e-05,-0.000689
809,-0.000926,0.001364,-0.000926
810,0.001005,0.000543,0.001005
811,0.001355,-0.001777,0.001355
812,-0.002434,-0.000127,-0.002434
813,0.00181,1.1e-05,0.00181
814,6e-06,-0.000264,6e-06
815,-0.001432,-0.000249,-0.001432
816,0.001018,-0.001007,0.001018
817,-5.9e-05,-0.00105,-5.9e-05
818,-0.000926,-0.00037,-0.000926
819,0.000151,-0.001475,0.000151
820,0.000841,0.000796,0.000841
821,-0.000676,4.8e-05,-0.000676
822,0.000526,0.000591,0.000526
823,0.000552,0.000729,0.000552
824,-0.001303,0.000212,-0.001303
825,0.000863,-0.000595,0.000863
826,-4.4e-05,-0.000914,-4.4e-05
827,-0.000447,2.4e-05,-0.000447
828,0.002156,-1.8e-05,0.002156
829,-0.000341,0.000677,-0.000341
830,-0.000401,-0.000785,-0.000401
831,0.00097,-0.000814,0.00097
832,0.000244,7.4e-05,0.000244
833,-0.000864,-0.000756,-0.000864
834,0.001457,0.000271,0.001457
835,-5.7e-05,0.001908,-5.7e-05
836,-0.001381,0.000932,-0.001381
837,0.001661,0.000888,0.001661
838,-0.001309,-0.001285,-0.001309
839,-0.000685,0.000441,-0.000685
840,0.00082,0.000579,0.00082
841,-0.001314,-0.000269,-0.001314
842,-0.000316,0.000462,-0.000316
843,0.002079,0.000191,0.002079
844,-0.001243,0.001025,-0.001243
845,-0.00016,-0.000485,-0.00016
846,-0.001183,-0.000201,-0.001183
847,-0.001527,-0.000815,-0.001527
848,0.000857,0.001377,0.000857
849,1.5e-05,0.00024,1.5e-05
850,-0.000361,0.000716,-0.000361
851,-0.001097,0.000199,-0.001097
852,0.000476,0.0008,0.000476
853,-8.3e-05,-0.000762,-8.3e-05
854,-0.001243,0.002883,-0.001243
855,0.003428,4.6e-05,0.003428
856,-0.001643,-0.000336,-0.001643
857,-0.000972,0.00037,-0.000972
858,0.003141,0.000157,0.003141
859,-6.4e-05,-0.001769,-6.4e-05
860,-0.002628,-0.000286,-0.002628
861,0.001361,0.000265,0.001361
862,-0.001311,-0.001198,-0.001311
863,-0.001439,-0.001,-0.001439
864,0.002348,-0.000228,0.002348
865,-0.000812,-0.000847,-0.000812
866,-0.002419,-0.000674,-0.002419
867,0.002319,0.000583,0.002319
868,-0.00084,0.000493,-0.00084
869,-0.001903,-8.7e-05,-0.001903
870,0.003419,-0.000485,0.003419
871,-0.002073,-0.00038,-0.002073
872,-0.002308,0.000538,-0.002308
873,0.003667,0.000751,0.003667
874,-0.002705,-0.000753,-0.002705
875,-0.001316,-0.000537,-0.001316
876,0.003413,-0.000502,0.003413
877,-0.001397,-0.000743,-0.001397
878,-0.000744,-0.000571,-0.000744
879,0.00149,0.000765,0.00149
880,0.001055,-0.000348,0.001055
881,-0.002438,-0.001023,-0.002438
882,0.001618,0.001265,0.001618
883,0.001429,0.000239,0.001429
884,-0.002201,-0.00102,-0.002201
885,0.000366,0.000274,0.000366
886,0.001079,-0.000269,0.001079
887,-0.002011,-0.000945,-0.002011
888,0.001802,3.8e-05,0.001802
889,0.000337,0.000717,0.000337
890,-0.003231,-0.000945,-0.003231
891,0.00228,0.000274,0.00228
892,0.001584,-0.000206,0.001584
893,-0.003413,-0.002633,-0.003413
894,0.003557,-8.2e-05,0.003557
895,-0.000642,-0.000752,-0.000642
896,-0.00136,-0.000679,-0.00136
897,0.002729,0.001122,0.002729
898,-0.001247,-5.2e-05,-0.001247
899,-0.001416,0.0013,-0.001416
900,0.001052,0.000934,0.001052
901,-0.001557,0.000613,-0.001557
902,-0.000858,0.00028,-0.000858
903,0.001024,0.000646,0.001024
904,-0.001811,0.000164,-0.001811
905,0.000791,0.001104,0.000791
906,0.001883,-0.001032,0.001883
907,-0.001143,-0.000632,-0.001143
908,0.00177,0.000148,0.00177
909,-0.000476,-0.000178,-0.000476
910,-0.000788,-9e-06,-0.000788
911,0.001072,0.000515,0.001072
912,0.001452,-0.000175,0.001452
913,-0.001563,-0.000918,-0.001563
914,0.001241,0.000141,0.001241
915,0.000715,-0.000716,0.000715
916,-0.002221,-0.000892,-0.002221
917,0.000173,0.000996,0.000173
918,-0.000831,0.000246,-0.000831
919,-0.000877,-0.000571,-0.000877
920,0.000885,0.00061,0.000885
921,0.000431,-0.001498,0.000431
922,-0.001228,0.000501,-0.001228
923,0.002329,-0.000211,0.002329
924,0.000846,0.000458,0.000846
925,-0.002761,-0.000341,-0.002761
926,0.002573,-0.000905,0.002573
927,-0.001093,-0.000905,-0.001093
928,-0.002026,-0.000802,-0.002026
929,0.00115,-0.000467,0.00115
930,-0.000247,-0.000594,-0.000247
931,-0.001321,9e-05,-0.001321
932,0.001872,0.000591,0.001872
933,0.000715,0.000565,0.000715
934,-0.001472,0.001169,-0.001472
935,3.8e-05,-0.00059,3.8e-05
936,0.000269,-0.000276,0.000269
937,-0.001997,-0.000879,-0.001997
938,0.000801,-0.001657,0.000801
939,0.000109,-0.001528,0.000109
940,-0.000361,0.000535,-0.000361
941,0.001476,-0.000574,0.001476
942,0.000239,-0.000132,0.000239
943,-0.000549,0.0002,-0.000549
944,-0.000574,0.000249,-0.000574
945,-0.001232,0.000866,-0.001232
946,-0.000259,-7.1e-05,-0.000259
947,0.000869,0.000935,0.000869
948,0.000306,0.000689,0.000306
949,-0.000836,-0.001126,-0.000836
950,-0.001221,-0.000383,-0.001221
951,-0.000519,-0.000193,-0.000519
952,0.000758,-0.000951,0.000758
953,0.000419,0.00021,0.000419
954,-0.001813,0.000271,-0.001813
955,0.001555,0.000165,0.001555
956,0.000106,-0.000597,0.000106
957,-0.001124,0.000117,-0.001124
958,0.001737,-0.000502,0.001737
959,-0.00159,0.001165,-0.00159
960,-0.000744,-0.000543,-0.000744
961,0.000743,-0.000227,0.000743
962,-0.000513,0.000654,-0.000513
963,-0.000114,0.000687,-0.000114
964,0.000461,-0.001018,0.000461
965,0.000186,-0.000519,0.000186
966,0.000139,-0.000867,0.000139
967,-8.4e-05,0.001728,-8.4e-05
968,0.000533,-0.000812,0.000533
969,-0.000207,2.5e-05,-0.000207
970,-0.000952,0.000768,-0.000952
971,0.000828,0.00106,0.000828
972,0.000327,-0.00031,0.000327
973,-0.000408,-0.000242,-0.000408
974,0.001465,-0.000127,0.001465
975,-0.001203,0.001593,-0.001203
976,0.000941,0.000749,0.000941
977,0.000746,-0.00025,0.000746
978,-0.000866,-0.000143,-0.000866
979,8.7e-05,-0.000554,8.7e-05
980,0.001434,-0.000249,0.001434
981,-0.000168,-0.000276,-0.000168
982,0.001013,-0.000877,0.001013
983,-0.000746,9.5e-05,-0.000746
984,-0.000279,-0.000433,-0.000279
985,-0.001967,-0.000488,-0.001967
986,0.000638,0.001016,0.000638
987,0.000375,-0.000208,0.000375
988,-0.000581,-0.002025,-0.000581
989,0.000571,-0.000568,0.000571
990,-0.001085,-0.001422,-0.001085
991,-8.7e-05,0.000256,-8.7e-05
992,-8e-05,7.6e-05,-8e-05
993,-4e-05,-4.3e-05,-4e-05
994,-0.000788,0.000502,-0.000788
995,0.000945,0.000486,0.000945
996,0.001258,0.000132,0.001258
997,-0.00046,-0.001262,-0.00046
998,0.001812,-0.00086,0.001812
999,-0.002312,-0.000524,-0.002312
1000,-7.3e-05,0.000191,-7.3e-05
1001,0.000741,0.000577,0.000741
1002,-0.001818,0.000234,-0.001818
1003,0.000475,0.000554,0.000475
1004,0.000191,0.000446,0.000191
1005,-0.001596,0.000602,-0.001596
1006,-0.000163,0.000479,-0.000163
1007,0.001748,-0.001098,0.001748
1008,-0.001279,0.000651,-0.001279
1009,-0.001004,7.6e-05,-0.001004
1010,0.002401,0.000602,0.002401
1011,-0.001475,0.000719,-0.001475
1012,0.000722,0.000609,0.000722
1013,0.003104,0.000466,0.003104
1014,-0.002176,-0.001595,-0.002176
1015,0.000363,0.000488,0.000363
1016,0.002933,-0.000243,0.002933
1017,-0.003759,8.1e-05,-0.003759
1018,0.00185,0.000545,0.00185
1019,0.001088,-0.000964,0.001088
1020,-0.003177,0.000758,-0.003177
1021,0.002339,0.000987,0.002339
1022,-0.000518,0.000933,-0.000518
1023,-0.001308,-0.000342,-0.001308
1024,0.00332,0.000782,0.00332
1025,-0.002158,0.000225,-0.002158
1026,-0.000567,-3e-05,-0.000567
1027,0.004012,-0.000274,0.004012
1028,-0.001308,-0.000103,-0.001308
1029,-0.000268,-2.8e-05,-0.000268
1030,0.001641,0.000124,0.001641
1031,-0.001402,-9.3e-05,-0.001402
1032,-0.001397,-0.000188,-0.001397
1033,0.001217,0.000191,0.001217
1034,-0.000998,-0.000773,-0.000998
1035,0.00032,-0.00047,0.00032
1036,0.000817,0.0002,0.000817
1037,-0.000803,0.000125,-0.000803
1038,0.001067,-0.000183,0.001067
1039,0.000388,0.000488,0.000388
1040,-0.000324,0.000453,-0.000324
1041,5.3e-05,-4.7e-05,5.3e-05
1042,0.00015,0.000408,0.00015
1043,-0.00012,-0.000669,-0.00012
1044,-0.001319,9.2e-05,-0.001319
1045,-0.001145,0.001434,-0.001145
1046,-9.7e-05,0.000452,-9.7e-05
1047,-0.000614,-0.000847,-0.000614
1048,0.000623,-0.000587,0.000623
1049,-0.000621,-4e-05,-0.000621
1050,-0.000888,0.00112,-0.000888
1051,0.000833,2.9e-05,0.000833
1052,0.001177,-0.000245,0.001177
1053,-0.001055,-0.001432,-0.001055
1054,0.000942,0.000607,0.000942
1055,0.000472,0.00167,0.000472
1056,-0.001742,-0.000711,-0.001742
1057,0.002252,0.001073,0.002252
1058,-0.000135,0.000627,-0.000135
1059,-0.001332,0.000473,-0.001332
1060,0.001889,0.001145,0.001889
1061,-0.00106,-0.001183,-0.00106
1062,-0.001058,-0.000215,-0.001058
1063,0.001164,0.000325,0.001164
1064,0.000216,0.000466,0.000216
1065,0.000134,0.000212,0.000134
1066,0.001453,0.00033,0.001453
1067,-0.000166,-0.00028,-0.000166
1068,-0.001629,0.000142,-0.001629
1069,0.001597,-0.000288,0.001597
1070,1.7e-05,-0.00023,1.7e-05
1071,-0.00035,0.000637,-0.00035
1072,0.000853,0.000782,0.000853
1073,-0.000844,0.000155,-0.000844
1074,-0.00051,0.000333,-0.00051
1075,-0.000502,-0.001687,-0.000502
1076,0.000427,0.001025,0.000427
1077,0.000199,-0.00045,0.000199
1078,-0.000239,0.000926,-0.000239
1079,-0.000233,9.7e-05,-0.000233
1080,0.000183,-0.000876,0.000183
1081,-0.002066,0.000615,-0.002066
1082,0.000349,0.001101,0.000349
1083,-4.4e-05,0.000419,-4.4e-05
1084,-0.000229,0.000618,-0.000229
1085,0.00208,-0.001196,0.00208
1086,-0.00196,-0.001244,-0.00196
1087,0.000652,-0.000168,0.000652
1088,0.000283,0.000553,0.000283
1089,-0.001844,-0.000264,-0.001844
1090,0.001369,0.000686,0.001369
1091,-0.000186,-0.000776,-0.000186
1092,-7e-06,0.000383,-7e-06
1093,0.001304,-0.001017,0.001304
1094,-0.001007,-0.000269,-0.001007
1095,-0.001483,-0.000273,-0.001483
1096,0.001346,-2.3e-05,0.001346
1097,-0.001134,0.000605,-0.001134
1098,-0.000467,0.000727,-0.000467
1099,0.000161,-0.000292,0.000161
1100,0.000782,-0.000336,0.000782
1101,-0.000969,-0.000294,-0.000969
1102,0.000209,0.001008,0.000209
1103,0.00129,-0.000533,0.00129
1104,-0.001539,-0.000391,-0.001539
1105,-0.000206,5.6e-05,-0.000206
1106,0.001449,-0.000489,0.001449
1107,-0.00122,0.000175,-0.00122
1108,0.001769,-0.000377,0.001769
1109,0.000618,-0.00126,0.000618
1110,-0.001747,0.000218,-0.001747
1111,0.00096,-0.000775,0.00096
1112,0.00108,0.001598,0.00108
1113,-0.001426,0.000876,-0.001426
1114,-0.000294,0.000567,-0.000294
1115,0.001871,0.000442,0.001871
1116,-0.000832,-0.000201,-0.000832
1117,-0.001575,-0.001122,-0.001575
1118,0.002176,0.000884,0.002176
1119,-0.000413,-0.002426,-0.000413
1120,-0.001831,-0.000618,-0.001831
1121,0.001813,0.000663,0.001813
1122,-0.000106,0.000764,-0.000106
1123,-0.000742,0.000813,-0.000742
1124,0.003138,-0.000239,0.003138
1125,-0.002265,0.000163,-0.002265
1126,-0.000955,0.000852,-0.000955
1127,0.000982,0.001404,0.000982
1128,-0.000617,-0.001143,-0.000617
1129,0.001793,-0.000687,0.001793
1130,0.000479,-0.000996,0.000479
1131,-0.000379,-0.000804,-0.000379
1132,0.000231,-0.00063,0.000231
1133,-0.000896,0.000146,-0.000896
1134,0.000539,0.000217,0.000539
1135,0.000666,0.00088,0.000666
1136,-0.001625,0.000256,-0.001625
1137,0.00213,-0.000153,0.00213
1138,-0.000892,-0.000626,-0.000892
1139,-5.5e-05,0.000114,-5.5e-05
1140,0.001238,-0.000914,0.001238
1141,-0.002409,-5.8e-05,-0.002409
1142,-0.000462,-3.8e-05,-0.000462
1143,0.000243,0.001103,0.000243
1144,-0.001342,0.001438,-0.001342
1145,-0.000311,9.8e-05,-0.000311
1146,0.000139,-0.000129,0.000139
1147,-7e-06,-4.1e-05,-7e-06
1148,0.000823,-0.000668,0.000823
1149,0.00066,0.00026,0.00066
1150,-0.001039,0.000719,-0.001039
1151,0.000304,0.000603,0.000304
1152,-0.000116,0.00038,-0.000116
1153,-0.00102,-0.000425,-0.00102
1154,-1.8e-05,0.001441,-1.8e-05
1155,-0.000764,-0.00011,-0.000764
1156,-0.001043,-0.000256,-0.001043
1157,-0.000162,-0.000678,-0.000162
1158,0.000232,-0.001402,0.000232
1159,-0.000888,-0.000598,-0.000888
1160,0.00033,0.000737,0.00033
1161,0.00071,-0.000655,0.00071
1162,0.000287,0.000633,0.000287
1163,-0.000197,-0.000112,-0.000197
1164,0.000738,-0.000257,0.000738
1165,2.1e-05,0.000877,2.1e-05
1166,-0.000375,0.000709,-0.000375
1167,0.00057,0.000818,0.00057
1168,8.7e-05,0.000502,8.7e-05
1169,0.000114,-3.9e-05,0.000114
1170,-3.9e-05,0.000571,-3.9e-05
1171,0.000281,-0.00038,0.000281
1172,-0.000964,-0.000173,-0.000964
1173,0.000349,-0.000439,0.000349
1174,9.5e-05,-0.000749,9.5e-05
1175,-0.000763,0.000268,-0.000763
1176,-0.000555,-5.2e-05,-0.000555
1177,-0.00042,-0.000216,-0.00042
1178,-0.000704,0.000533,-0.000704
1179,0.000717,0.00059,0.000717
1180,-0.00122,-0.000234,-0.00122
1181,-0.001021,-0.001729,-0.001021
1182,0.000864,-0.000444,0.000864
1183,0.001171,-0.000609,0.001171
1184,0.000597,-0.000902,0.000597
1185,-0.000188,0.000439,-0.000188
1186,0.00053,-0.000381,0.00053
1187,-0.00017,-0.000571,-0.00017
1188,0.001731,0.00246,0.001731
1189,0.00024,-7e-05,0.00024
1190,0.002256,0.001886,0.002256
1191,0.001399,-0.000374,0.001399
1192,-0.002013,-0.000375,-0.002013
1193,0.001528,0.000713,0.001528
1194,0.000978,0.000158,0.000978
1195,-0.002954,7.2e-05,-0.002954
1196,0.001808,0.000569,0.001808
1197,-0.000231,0.000158,-0.000231
1198,-0.001196,-0.000715,-0.001196
1199,0.002111,0.001114,0.002111
1200,0.000913,-0.001267,0.000913
1201,-0.003224,0.000264,-0.003224
1202,0.000629,-0.000212,0.000629
1203,0.001808,0.000829,0.001808
1204,-0.002564,-0.002112,-0.002564
1205,0.001165,-0.001124,0.001165
1206,0.001049,7.7e-05,0.001049
1207,-0.003797,-0.000532,-0.003797
1208,0.002732,0.000146,0.002732
1209,0.000375,-0.000847,0.000375
1210,-0.003942,3.9e-05,-0.003942
1211,0.003477,0.000841,0.003477
1212,-0.000945,5.7e-05,-0.000945
1213,-0.003116,-0.001527,-0.003116
1214,0.005461,0.001341,0.005461
1215,-0.001953,-0.000264,-0.001953
1216,-0.001142,0.00091,-0.001142
1217,0.00389,0.000225,0.00389
1218,-0.003262,-0.001957,-0.003262
1219,0.000995,-0.000803,0.000995
1220,0.001787,0.000898,0.001787
1221,-0.002147,0.000175,-0.002147
1222,0.000974,-0.000295,0.000974
1223,0.000227,-0.000495,0.000227
1224,0.000733,-0.000932,0.000733
1225,-0.001566,-0.000439,-0.001566
1226,0.00013,-0.000267,0.00013
1227,0.002549,0.000535,0.002549
1228,-0.002002,-0.000145,-0.002002
1229,0.00072,-0.000191,0.00072
1230,0.002502,0.000489,0.002502
1231,-0.003836,-0.000387,-0.003836
1232,0.001114,0.000476,0.001114
1233,0.001044,6.4e-05,0.001044
1234,-0.001902,0.000595,-0.001902
1235,0.001825,-8.8e-05,0.001825
1236,-0.000327,0.00034,-0.000327
1237,0.000556,7e-05,0.000556
1238,-0.000795,-1.6e-05,-0.000795
1239,-0.000716,0.000197,-0.000716
1240,0.002726,0.00078,0.002726
1241,-0.003566,-0.001255,-0.003566
1242,0.002664,-0.000103,0.002664
1243,0.00109,-0.000515,0.00109
1244,-0.004327,-0.000148,-0.004327
1245,0.003956,0.001886,0.003956
1246,-0.000945,0.000272,-0.000945
1247,-0.002662,0.000322,-0.002662
1248,0.002716,0.00142,0.002716
1249,-0.003452,-0.000915,-0.003452
1250,-0.000579,-0.0018,-0.000579
1251,0.001683,0.000391,0.001683
1252,-0.002875,-0.001122,-0.002875
1253,0.001435,-0.000524,0.001435
1254,0.001705,-8.7e-05,0.001705
1255,-0.000815,-0.000949,-0.000815
1256,-0.000787,-0.000702,-0.000787
1257,0.000511,0.000221,0.000511
1258,-0.001017,2.2e-05,-0.001017
1259,-2.3e-05,0.000103,-2.3e-05
1260,0.001795,-0.001125,0.001795
1261,-0.001321,0.000408,-0.001321
1262,-9.6e-05,-0.000199,-9.6e-05
1263,0.002244,-2e-05,0.002244
1264,-0.001062,0.000425,-0.001062
1265,-0.001924,0.000828,-0.001924
1266,0.003461,5.3e-05,0.003461
1267,-0.003168,-0.000636,-0.003168
1268,0.000167,0.000227,0.000167
1269,0.002359,0.000514,0.002359
1270,-0.003928,-0.000824,-0.003928
1271,0.001099,0.001005,0.001099
1272,0.001015,0.001448,0.001015
1273,-0.002726,-0.000462,-0.002726
1274,0.002188,-0.000661,0.002188
1275,0.000295,0.001318,0.000295
1276,-0.001847,-0.000834,-0.001847
1277,0.000569,0.000517,0.000569
1278,0.001544,-0.000301,0.001544
1279,-0.001176,-0.000913,-0.001176
1280,0.000238,0.001103,0.000238
1281,0.002129,-0.000534,0.002129
1282,-0.001729,-0.000902,-0.001729
1283,0.001199,-0.00019,0.001199
1284,-0.001211,0.000535,-0.001211
1285,-0.000518,-0.00065,-0.000518
1286,0.001521,-0.00082,0.001521
1287,-0.000522,0.00035,-0.000522
1288,0.000611,-0.000513,0.000611
1289,-0.000468,-5.9e-05,-0.000468
1290,0.000138,-0.000262,0.000138
1291,0.000291,0.001427,0.000291
1292,0.000435,0.000399,0.000435
1293,0.001411,-0.000405,0.001411
1294,-0.0011,-0.000406,-0.0011
1295,-0.000414,0.00052,-0.000414
1296,0.000413,-0.000253,0.000413
1297,-0.001534,0.000117,-0.001534
1298,-0.000301,0.00136,-0.000301
1299,0.001329,-0.000557,0.001329
1300,-0.000639,0.000156,-0.000639
1301,-0.000864,0.000795,-0.000864
1302,0.000496,-0.000212,0.000496
1303,0.000486,0.000197,0.000486
1304,-0.002736,-0.000507,-0.002736
1305,0.001709,-0.000186,0.001709
1306,-0.000989,-0.001462,-0.000989
1307,-0.001932,-0.001279,-0.001932
1308,0.002334,0.000302,0.002334
1309,-0.001697,8.2e-05,-0.001697
1310,-0.001824,0.000371,-0.001824
1311,0.002139,0.001002,0.002139
1312,-0.001771,0.000354,-0.001771
1313,-0.000998,-0.000253,-0.000998
1314,0.00129,0.000583,0.00129
1315,-0.000648,-0.000198,-0.000648
1316,-0.000404,-0.000902,-0.000404
1317,0.000755,0.000757,0.000755
1318,0.000218,0.001509,0.000218
1319,-0.001747,-0.002078,-0.001747
1320,0.001419,0.000398,0.001419
1321,-0.00059,0.000265,-0.00059
1322,-0.002458,-0.000602,-0.002458
1323,0.0023,0.000767,0.0023
1324,-0.000892,-0.00016,-0.000892
1325,0.000368,-0.001034,0.000368
1326,0.001633,-0.000853,0.001633
1327,-0.00089,0.000621,-0.00089
1328,-0.000611,-0.001103,-0.000611
1329,-0.000244,-0.000678,-0.000244
1330,-0.000285,0.000491,-0.000285
1331,0.000649,-0.000817,0.000649
1332,0.002584,-5.7e-05,0.002584
1333,-0.001551,-0.000287,-0.001551
1334,-0.001487,0.000617,-0.001487
1335,0.001323,0.000986,0.001323
1336,-0.001263,-0.000589,-0.001263
1337,-0.00023,0.000721,-0.00023
1338,0.001398,0.000402,0.001398
1339,-0.001782,-0.000261,-0.001782
1340,0.000485,0.000334,0.000485
1341,0.000591,0.001004,0.000591
1342,-0.001557,0.00179,-0.001557
1343,0.000895,0.001097,0.000895
1344,-0.00063,8.6e-05,-0.00063
1345,-0.00181,-0.001563,-0.00181
1346,0.001419,-0.000854,0.001419
1347,3e-06,-0.000432,3e-06
1348,-0.002019,-0.000659,-0.002019
1349,0.002168,0.000218,0.002168
1350,0.000145,-0.000641,0.000145
1351,-0.001494,0.001304,-0.001494
1352,0.001504,-0.000469,0.001504
1353,-0.0018,0.000147,-0.0018
1354,-0.001475,0.000627,-0.001475
1355,0.001798,0.000239,0.001798
1356,-0.001638,0.000383,-0.001638
1357,5.2e-05,-0.000835,5.2e-05
1358,0.0018,6e-06,0.0018
1359,-0.002422,-0.000513,-0.002422
1360,0.000103,0.000277,0.000103
1361,0.002678,0.000123,0.002678
1362,-0.00162,0.000264,-0.00162
1363,-0.001372,-0.000149,-0.001372
1364,0.00209,0.000416,0.00209
1365,-0.000783,0.000259,-0.000783
1366,-0.000474,-0.000178,-0.000474
1367,0.000909,-4.8e-05,0.000909
1368,-0.001027,-0.001442,-0.001027
1369,-0.000497,0.0006,-0.000497
1370,0.00117,0.000341,0.00117
1371,-0.000268,0.000149,-0.000268
1372,-0.00064,0.000985,-0.00064
1373,0.001317,0.000975,0.001317
1374,-0.000251,0.000996,-0.000251
1375,-0.00101,-0.000695,-0.00101
1376,0.00206,0.000838,0.00206
1377,6.8e-05,0.000873,6.8e-05
1378,-0.000372,9.6e-05,-0.000372
1379,0.001853,4.4e-05,0.001853
1380,-0.000432,0.000413,-0.000432
1381,-0.002051,-0.001188,-0.002051
1382,0.000979,-0.00092,0.000979
1383,-0.000674,0.001327,-0.000674
1384,-1.9e-05,0.000241,-1.9e-05
1385,0.000816,0.000711,0.000816
1386,0.000484,-0.001442,0.000484
1387,-0.000373,0.000299,-0.000373
1388,-0.000855,-4e-05,-0.000855
1389,0.000525,-0.000648,0.000525
1390,0.000672,0.00038,0.000672
1391,0.000316,-0.000806,0.000316
1392,0.000118,0.000706,0.000118
1393,-0.000462,-0.000332,-0.000462
1394,0.000301,-0.001097,0.000301
1395,-0.000448,-0.000688,-0.000448
1396,-0.001585,0.000318,-0.001585
1397,0.001442,0.000912,0.001442
1398,-0.002283,-0.000346,-0.002283
1399,-0.000873,0.000261,-0.000873
1400,0.002554,0.001038,0.002554
1401,-0.002181,0.0006,-0.002181
1402,0.001273,0.001957,0.001273
1403,0.00055,-4.6e-05,0.00055
1404,-0.001551,-0.000326,-0.001551
1405,0.001196,0.000976,0.001196
1406,-5.6e-05,-0.00082,-5.6e-05
1407,0.000353,0.000169,0.000353
1408,0.000591,0.001184,0.000591
1409,-0.001183,-0.000247,-0.001183
1410,-0.000577,0.000232,-0.000577
1411,0.001374,0.000582,0.001374
1412,-0.000893,-3.3e-05,-0.000893
1413,3.9e-05,-0.001216,3.9e-05
1414,-0.001234,-0.000154,-0.001234
1415,0.001222,-0.000334,0.001222
1416,-0.000461,-0.000238,-0.000461
1417,-0.001882,-5.4e-05,-0.001882
1418,0.003726,-0.000187,0.003726
1419,-0.001519,-0.000377,-0.001519
1420,0.000356,-0.000643,0.000356
1421,0.003253,0.000538,0.003253
1422,-0.002901,0.000818,-0.002901
1423,0.001421,-0.000568,0.001421
1424,-0.002144,0.000855,-0.002144
1425,-9.3e-05,0.000734,-9.3e-05
1426,0.000736,7.7e-05,0.000736
1427,-0.002785,-7.6e-05,-0.002785
1428,0.001392,0.000906,0.001392
1429,2.1e-05,-0.000249,2.1e-05
1430,-0.001689,-0.000555,-0.001689
1431,0.00188,0.000115,0.00188
1432,-3.7e-05,-0.001686,-3.7e-05
1433,-0.002117,0.000372,-0.002117
1434,0.000346,0.000805,0.000346
1435,0.00153,0.001139,0.00153
1436,-0.001374,0.001322,-0.001374
1437,-0.000935,-0.000352,-0.000935
1438,0.002777,0.000343,0.002777
1439,-0.001688,-8.9e-05,-0.001688
1440,-0.000744,0.000447,-0.000744
1441,0.000848,-0.000812,0.000848
1442,-0.000693,0.000579,-0.000693
1443,1.3e-05,-0.000468,1.3e-05
1444,0.002027,0.000224,0.002027
1445,-0.000917,0.000726,-0.000917
1446,-2.2e-05,-0.000724,-2.2e-05
1447,0.000277,0.000931,0.000277
1448,-0.000313,0.001331,-0.000313
1449,0.001053,-0.001688,0.001053
1450,-0.0012,0.000329,-0.0012
1451,0.000869,0.00133,0.000869
1452,-0.000259,9.8e-05,-0.000259
1453,-0.000434,-9e-05,-0.000434
1454,0.001503,-0.000566,0.001503
1455,-0.000587,-0.000958,-0.000587
1456,-0.000979,-0.00011,-0.000979
1457,0.002499,-2.1e-05,0.002499
