,x,y,z
1458,-0.002867,-0.000911,-0.002867
1459,-0.000204,-0.000225,-0.000204
1460,0.001724,0.000261,0.001724
1461,-0.001683,-0.000528,-0.001683
1462,-0.000553,0.001081,-0.000553
1463,0.002144,-8.9e-05,0.002144
1464,-0.001456,0.000247,-0.001456
1465,-0.000364,-0.001171,-0.000364
1466,0.003089,7.2e-05,0.003089
1467,-0.000391,0.000387,-0.000391
1468,-0.002088,-0.000292,-0.002088
1469,0.001793,4.4e-05,0.001793
1470,0.000183,-0.000779,0.000183
1471,-0.000903,-0.000388,-0.000903
1472,0.002395,-0.000186,0.002395
1473,0.000354,0.000304,0.000354
1474,-0.002439,0.001367,-0.002439
1475,0.000489,-0.000918,0.000489
1476,0.001599,-0.000106,0.001599
1477,-0.001634,-0.000766,-0.001634
1478,0.001276,-0.000836,0.001276
1479,0.000775,-0.000106,0.000775
1480,-0.001056,0.000298,-0.001056
1481,0.001505,0.001181,0.001505
1482,0.00052,0.00101,0.00052
1483,-0.001493,0.000265,-0.001493
1484,0.000934,-0.000709,0.000934
1485,0.00067,0.000216,0.00067
1486,-0.001541,-6e-06,-0.001541
1487,0.001829,0.001007,0.001829
1488,-0.000407,-0.000392,-0.000407
1489,-0.001136,-0.00134,-0.001136
1490,0.002795,-0.000167,0.002795
1491,-0.000919,-0.00077,-0.000919
1492,-0.00141,-0.000763,-0.00141
1493,0.000769,-0.000839,0.000769
1494,-0.000851,-0.002726,-0.000851
1495,0.000118,-0.000702,0.000118
1496,-0.000572,-0.000144,-0.000572
1497,0.000385,-0.000231,0.000385
1498,0.000534,-0.000655,0.000534
1499,-0.001374,0.00067,-0.001374
1500,0.000491,0.000633,0.000491
1501,0.000418,0.00125,0.000418
1502,0.001905,0.001167,0.001905
1503,-0.000528,-0.001715,-0.000528
1504,-0.000122,0.000351,-0.000122
1505,0.001778,0.000498,0.001778
1506,1.2e-05,0.000535,1.2e-05
1507,-0.001301,0.00125,-0.001301
1508,0.00249,0.000149,0.00249
1509,-0.001839,-0.001934,-0.001839
1510,-0.001082,0.000242,-0.001082
1511,0.001533,0.000404,0.001533
1512,-0.001949,-0.00041,-0.001949
1513,0.000705,0.000338,0.000705
1514,0.000857,0.000265,0.000857
1515,-0.001595,0.000496,-0.001595
1516,0.000551,-8.8e-05,0.000551
1517,-0.000926,0.0003,-0.000926
1518,0.000911,-0.000201,0.000911
1519,0.000586,0.000459,0.000586
1520,-0.001265,0.000446,-0.001265
1521,0.000698,0.000981,0.000698
1522,-0.000372,-0.000672,-0.000372
1523,0.000785,0.000903,0.000785
1524,-0.001078,-0.000429,-0.001078
1525,0.000884,0.000185,0.000884
1526,-0.000121,-0.000756,-0.000121
1527,-0.001174,0.000167,-0.001174
1528,0.001898,0.001381,0.001898
1529,-0.000898,-0.001617,-0.000898
1530,-0.000585,-0.000653,-0.000585
1531,0.001267,-0.000301,0.001267
1532,-0.001117,-2e-06,-0.001117
1533,-0.000793,0.000112,-0.000793
1534,0.001481,0.000203,0.001481
1535,-0.000628,0.000873,-0.000628
1536,0.000937,-0.000629,0.000937
1537,0.000973,-1.2e-05,0.000973
1538,-0.001928,0.00019,-0.001928
1539,0.000944,0.001378,0.000944
1540,0.000916,0.000674,0.000916
1541,-0.002119,-0.001262,-0.002119
1542,0.001306,0.001234,0.001306
1543,0.000412,-0.000551,0.000412
1544,-0.003565,-0.000289,-0.003565
1545,0.002487,0.002026,0.002487
1546,0.000654,-0.000323,0.000654
1547,-0.002234,0.000693,-0.002234
1548,0.002006,0.00058,0.002006
1549,0.000699,-0.000654,0.000699
1550,-0.002954,0.000293,-0.002954
1551,0.00249,-9.6e-05,0.00249
1552,0.001186,-0.000252,0.001186
1553,-0.00164,0.000275,-0.00164
1554,0.001306,0.001038,0.001306
1555,0.001016,-1.1e-05,0.001016
1556,-0.001923,-0.000278,-0.001923
1557,0.001323,0.000339,0.001323
1558,0.00102,-0.000718,0.00102
1559,-0.000879,0.000561,-0.000879
1560,0.001681,0.000921,0.001681
1561,0.000119,0.001187,0.000119
1562,-0.000413,-0.000699,-0.000413
1563,0.001613,0.001465,0.001613
1564,0.000874,-0.00105,0.000874
1565,-0.001059,-0.000179,-0.001059
1566,-0.000346,0.000801,-0.000346
1567,0.000175,0.000818,0.000175
1568,0.000172,0.000516,0.000172
1569,0.001174,4e-05,0.001174
1570,0.000129,-0.000601,0.000129
1571,-0.000748,-0.000981,-0.000748
1572,0.002137,0.000836,0.002137
1573,6.5e-05,0.000695,6.5e-05
1574,-0.000753,-0.001541,-0.000753
1575,0.002161,0.000527,0.002161
1576,-0.001402,-0.001211,-0.001402
1577,-0.000371,-0.001311,-0.000371
1578,0.000293,0.000627,0.000293
1579,0.00054,-0.000973,0.00054
1580,0.000384,0.000759,0.000384
1581,0.001178,0.001831,0.001178
1582,0.001061,0.000681,0.001061
1583,-0.000562,0.000394,-0.000562
1584,0.001828,0.000751,0.001828
1585,-0.000464,-0.00134,-0.000464
1586,0.000264,0.000282,0.000264
1587,0.000265,-0.000366,0.000265
1588,-0.000472,-8.9e-05,-0.000472
1589,0.000634,0.000356,0.000634
1590,-1.4e-05,-0.000454,-1.4e-05
1591,-0.000928,0.000906,-0.000928
1592,0.001381,0.000771,0.001381
1593,0.000492,-1.1e-05,0.000492
1594,-0.001763,1.6e-05,-0.001763
1595,0.001845,0.001025,0.001845
1596,-0.00059,0.000266,-0.00059
1597,-0.001988,-0.001032,-0.001988
1598,0.000868,0.000722,0.000868
1599,0.002453,0.000316,0.002453
1600,-0.00169,-0.000869,-0.00169
1601,0.002229,-0.000741,0.002229
1602,-0.000401,-0.000745,-0.000401
1603,-0.000259,-0.000855,-0.000259
1604,0.000501,0.000423,0.000501
1605,-0.000173,-0.000295,-0.000173
1606,-0.000997,-0.000337,-0.000997
1607,-0.000611,-3.2e-05,-0.000611
1608,-0.000122,0.000213,-0.000122
1609,-3.9e-05,0.000222,-3.9e-05
1610,0.000483,0.000224,0.000483
1611,-8.2e-05,-0.000575,-8.2e-05
1612,0.000201,0.000983,0.000201
1613,-9.7e-05,-0.000872,-9.7e-05
1614,0.000675,0.000608,0.000675
1615,-0.001773,0.000274,-0.001773
1616,0.001202,0.002069,0.001202
1617,0.000257,-0.000378,0.000257
1618,-0.001891,-0.000348,-0.001891
1619,0.000143,-8.9e-05,0.000143
1620,-0.000487,-4e-05,-0.000487
1621,-0.001374,0.000216,-0.001374
1622,0.001339,-0.000841,0.001339
1623,0.000941,0.000624,0.000941
1624,-0.001124,-0.000139,-0.001124
1625,0.001352,0.000387,0.001352
1626,-0.000433,0.001308,-0.000433
1627,-0.002225,0.001491,-0.002225
1628,0.001419,0.00049,0.001419
1629,-0.000147,-0.000691,-0.000147
1630,-0.001122,-0.00036,-0.001122
1631,0.001443,-0.000554,0.001443
1632,-0.001131,-7.1e-05,-0.001131
1633,-0.001176,2.1e-05,-0.001176
1634,0.001862,0.001375,0.001862
1635,-0.000801,0.001057,-0.000801
1636,-0.001669,-0.001268,-0.001669
1637,0.002121,0.001071,0.002121
1638,-0.001726,2.1e-05,-0.001726
1639,-0.001154,0.001113,-0.001154
1640,0.002455,0.000624,0.002455
1641,-0.002249,0.000389,-0.002249
1642,-0.001162,-0.000483,-0.001162
1643,0.00124,0.000468,0.00124
1644,-0.002214,0.000429,-0.002214
1645,0.000286,0.000128,0.000286
1646,0.000486,-0.00018,0.000486
1647,-0.00024,-0.000378,-0.00024
1648,-0.000146,-0.000453,-0.000146
1649,0.000348,-0.0002,0.000348
1650,0.000441,-0.000155,0.000441
1651,-0.000931,0.000857,-0.000931
1652,0.000899,0.000641,0.000899
1653,0.001855,3e-05,0.001855
1654,-0.001656,-0.000664,-0.001656
1655,0.001024,-0.000245,0.001024
1656,0.000292,-0.000239,0.000292
1657,-0.002199,-0.000113,-0.002199
1658,0.001162,0.000129,0.001162
1659,-4.2e-05,0.000162,-4.2e-05
1660,-0.000904,-0.000144,-0.000904
1661,0.000253,-0.000168,0.000253
1662,-0.000763,-0.001081,-0.000763
1663,-0.000667,-0.000246,-0.000667
1664,0.000128,-0.000835,0.000128
1665,0.001193,-0.00067,0.001193
1666,-0.0017,-0.000747,-0.0017
1667,0.001607,0.000201,0.001607
1668,0.000137,-0.000958,0.000137
1669,-0.001241,0.000436,-0.001241
1670,0.001855,0.000368,0.001855
1671,9.2e-05,0.00076,9.2e-05
1672,-0.001873,-0.000376,-0.001873
1673,0.000332,0.000382,0.000332
1674,0.000671,0.001665,0.000671
1675,-0.001158,-0.00069,-0.001158
1676,0.001514,-0.001427,0.001514
1677,0.001155,0.000917,0.001155
1678,-0.001774,-0.001085,-0.001774
1679,0.002058,0.000901,0.002058
1680,4.8e-05,0.00191,4.8e-05
1681,-0.001187,8.9e-05,-0.001187
1682,0.002499,0.000258,0.002499
1683,0.000113,0.000449,0.000113
1684,-0.001782,-0.00098,-0.001782
1685,0.002686,-0.000171,0.002686
1686,-0.000575,-0.000106,-0.000575
1687,-0.000483,-0.001016,-0.000483
1688,0.001224,-0.000173,0.001224
1689,-0.001015,0.000311,-0.001015
1690,-0.000665,0.000993,-0.000665
1691,3.4e-05,-0.001521,3.4e-05
1692,-0.000177,-0.00086,-0.000177
1693,-0.00078,0.000339,-0.00078
1694,0.000509,-0.000116,0.000509
1695,-0.000484,-0.00095,-0.000484
1696,-0.000476,-0.000504,-0.000476
1697,0.001518,-0.000605,0.001518
1698,-0.001009,-0.000732,-0.001009
1699,6.6e-05,-0.00049,6.6e-05
1700,0.00202,0.001023,0.00202
1701,-0.000386,0.00083,-0.000386
1702,0.000157,0.000471,0.000157
1703,0.001434,0.000968,0.001434
1704,-0.001135,-0.001898,-0.001135
1705,-0.000997,0.000708,-0.000997
1706,0.000636,0.000641,0.000636
1707,-0.001017,-1.6e-05,-0.001017
1708,0.001571,0.00052,0.001571
1709,0.000376,-0.000648,0.000376
1710,-0.000544,-0.000303,-0.000544
1711,-2.2e-05,3.4e-05,-2.2e-05
1712,0.000836,-0.00028,0.000836
1713,0.000183,0.000922,0.000183
1714,-0.000765,0.000146,-0.000765
1715,0.001295,-0.001062,0.001295
1716,-0.000403,0.002091,-0.000403
1717,-0.001279,-6.1e-05,-0.001279
1718,0.00028,0.001073,0.00028
1719,0.000558,0.000897,0.000558
1720,-0.002492,7.3e-05,-0.002492
1721,0.000492,0.000986,0.000492
1722,0.002184,0.000178,0.002184
1723,-0.001567,-0.000418,-0.001567
1724,0.000566,0.000399,0.000566
1725,0.000647,0.000516,0.000647
1726,-0.001447,0.000127,-0.001447
1727,0.00131,0.001526,0.00131
1728,-0.000111,0.000483,-0.000111
1729,-0.001004,5.5e-05,-0.001004
1730,0.003116,-0.000857,0.003116
1731,-0.002754,-0.0007,-0.002754
1732,0.000405,-0.000711,0.000405
1733,0.002462,-0.000437,0.002462
1734,-0.001491,-0.000626,-0.001491
1735,-0.000143,-0.00063,-0.000143
1736,0.001472,-0.001175,0.001472
1737,-0.001909,-0.001152,-0.001909
1738,0.001331,-0.000164,0.001331
1739,0.000264,-0.000564,0.000264
1740,-0.000588,-0.001532,-0.000588
1741,0.001436,-0.000707,0.001436
1742,0.001302,-0.001291,0.001302
1743,-7.1e-05,-0.000866,-7.1e-05
1744,0.000196,-0.000803,0.000196
1745,0.000525,0.000519,0.000525
1746,-0.001746,-0.00061,-0.001746
1747,-0.00032,0.000311,-0.00032
1748,0.000439,-0.00021,0.000439
1749,-0.000871,-0.001173,-0.000871
1750,0.000452,0.001159,0.000452
1751,0.001024,-0.000348,0.001024
1752,-0.00141,0.000237,-0.00141
1753,0.000978,-0.000546,0.000978
1754,3.9e-05,-0.000574,3.9e-05
1755,0.00036,-0.000512,0.00036
1756,-0.000239,0.000204,-0.000239
1757,0.000676,0.000295,0.000676
1758,-0.000207,0.000619,-0.000207
1759,-0.001699,-0.000804,-0.001699
1760,0.00117,-0.000278,0.00117
1761,-0.000973,-0.000867,-0.000973
1762,-0.000496,-0.000581,-0.000496
1763,0.002742,-1.5e-05,0.002742
1764,-0.001834,-0.001946,-0.001834
1765,-0.000352,-0.002073,-0.000352
1766,0.001777,-0.000356,0.001777
1767,-0.003416,-0.000579,-0.003416
1768,0.00115,-0.001003,0.00115
1769,0.002808,4e-05,0.002808
1770,-0.002632,-0.000683,-0.002632
1771,0.000621,-0.000816,0.000621
1772,0.001703,0.001828,0.001703
1773,-0.002781,-0.000913,-0.002781
1774,0.001237,-0.000433,0.001237
1775,0.001923,-0.000267,0.001923
1776,-0.002062,-0.000128,-0.002062
1777,0.000982,0.000836,0.000982
1778,0.000648,0.000747,0.000648
1779,-0.000421,-8.5e-05,-0.000421
1780,-0.001467,-0.00054,-0.001467
1781,0.001634,0.000957,0.001634
1782,-0.002066,0.001109,-0.002066
1783,-0.001569,-0.001249,-0.001569
1784,0.001822,-0.000107,0.001822
1785,-0.000729,-0.001551,-0.000729
1786,-0.001389,-0.000117,-0.001389
1787,0.002637,-0.001203,0.002637
1788,-0.00116,-0.000907,-0.00116
1789,-0.001644,-8.7e-05,-0.001644
1790,0.001342,0.000476,0.001342
1791,-0.001902,0.000528,-0.001902
1792,0.00116,0.001184,0.00116
1793,0.000744,-0.000439,0.000744
1794,-0.002402,-0.000176,-0.002402
1795,0.001992,-0.000131,0.001992
1796,0.001103,0.00093,0.001103
1797,-0.000827,0.000307,-0.000827
1798,0.001568,-0.000396,0.001568
1799,0.000353,0.0005,0.000353
1800,-0.001745,-0.000813,-0.001745
1801,-0.000388,-0.000651,-0.000388
1802,0.001526,0.001072,0.001526
1803,-0.001385,0.00028,-0.001385
1804,0.000375,-0.000569,0.000375
1805,0.000246,0.001806,0.000246
1806,-0.000355,-0.000327,-0.000355
1807,-0.000828,-0.001289,-0.000828
1808,5e-05,0.000657,5e-05
1809,0.000204,-0.001387,0.000204
1810,-5.8e-05,0.000446,-5.8e-05
1811,0.002374,0.000494,0.002374
1812,-0.001947,-0.000277,-0.001947
1813,-7.6e-05,-0.000212,-7.6e-05
1814,0.000626,0.000434,0.000626
1815,-0.002005,-0.000644,-0.002005
1816,0.000402,-0.000381,0.000402
1817,-0.000602,2.8e-05,-0.000602
1818,-0.001166,-6.5e-05,-0.001166
1819,-0.001252,-0.00071,-0.001252
1820,0.001433,0.000886,0.001433
1821,-0.000954,-0.00022,-0.000954
1822,-0.000582,-0.001217,-0.000582
1823,0.001451,-0.000176,0.001451
1824,-0.002624,0.00019,-0.002624
1825,2e-06,-0.000929,2e-06
1826,-0.000471,0.000474,-0.000471
1827,0.000583,0.000429,0.000583
1828,0.000135,0.000793,0.000135
1829,0.000542,-0.001567,0.000542
1830,-0.001052,0.000835,-0.001052
1831,-0.00146,0.00041,-0.00146
1832,0.001608,0.000521,0.001608
1833,0.000748,0.000252,0.000748
1834,-0.001354,0.001078,-0.001354
1835,0.001056,0.000118,0.001056
1836,-0.000825,0.000327,-0.000825
1837,-0.00062,0.000725,-0.00062
1838,0.000656,-2e-06,0.000656
1839,-0.000709,-0.000651,-0.000709
1840,0.001437,-0.00084,0.001437
1841,0.001213,-0.001259,0.001213
1842,-0.000654,0.000919,-0.000654
1843,0.001221,0.000845,0.001221
1844,-0.00124,0.000509,-0.00124
1845,-0.000896,0.000855,-0.000896
1846,0.001524,0.000236,0.001524
1847,-0.001722,-0.001456,-0.001722
1848,0.000836,0.000785,0.000836
1849,0.000891,0.001037,0.000891
1850,-0.001919,-0.001074,-0.001919
1851,0.000356,0.001511,0.000356
1852,0.001303,-0.000431,0.001303
1853,-0.002833,-0.000332,-0.002833
1854,0.000568,0.000669,0.000568
1855,0.000733,0.000781,0.000733
1856,-0.002737,-0.000478,-0.002737
1857,0.000831,-1.8e-05,0.000831
1858,0.000517,-0.000636,0.000517
1859,-0.001012,0.000607,-0.001012
1860,-0.000792,-5.2e-05,-0.000792
1861,0.001207,0.001359,0.001207
1862,-0.001876,-0.000849,-0.001876
1863,-0.000587,-0.000421,-0.000587
1864,0.00254,0.000868,0.00254
1865,-0.001897,-0.000767,-0.001897
1866,0.000393,0.000985,0.000393
1867,0.002098,0.000671,0.002098
1868,-0.003531,-0.000339,-0.003531
1869,0.000835,0.00043,0.000835
1870,0.00038,0.000198,0.00038
1871,-0.00143,-0.000988,-0.00143
1872,0.001096,-9.1e-05,0.001096
1873,-0.001356,-0.000843,-0.001356
1874,-0.001208,0.000804,-0.001208
1875,6.5e-05,-0.000235,6.5e-05
1876,-0.000373,0.000122,-0.000373
1877,-0.001163,0.001354,-0.001163
1878,0.001013,-0.000332,0.001013
1879,-0.000355,0.000788,-0.000355
1880,-0.000841,0.000697,-0.000841
1881,0.001082,-0.000102,0.001082
1882,-0.000523,-0.000221,-0.000523
1883,-0.001015,6.3e-05,-0.001015
1884,0.000116,-9.9e-05,0.000116
1885,0.000339,-0.00123,0.000339
1886,-0.001664,-0.000579,-0.001664
1887,0.00101,0.000746,0.00101
1888,-0.000327,-0.000158,-0.000327
1889,-0.002748,0.000247,-0.002748
1890,0.001635,-0.001114,0.001635
1891,-0.000252,-0.001293,-0.000252
1892,-0.001989,-0.000216,-0.001989
1893,0.002861,-0.00025,0.002861
1894,-0.001138,-0.000555,-0.001138
1895,-0.000185,0.000199,-0.000185
1896,0.001759,-0.001007,0.001759
1897,0.000343,0.000464,0.000343
1898,-0.00094,-0.000387,-0.00094
1899,-0.000107,0.001351,-0.000107
1900,-0.000805,1.4e-05,-0.000805
1901,-0.001064,-0.00067,-0.001064
1902,0.000927,0.000218,0.000927
1903,-0.000395,0.000418,-0.000395
1904,-0.000613,0.00049,-0.000613
1905,-5.4e-05,0.000173,-5.4e-05
1906,-0.00104,-0.00107,-0.00104
1907,-0.000105,0.000385,-0.000105
1908,0.001498,0.000171,0.001498
1909,-0.000788,0.000195,-0.000788
1910,-0.000105,-0.000653,-0.000105
1911,0.001106,-0.000239,0.001106
1912,0.000638,-0.000583,0.000638
1913,-0.00043,-0.000428,-0.00043
1914,0.00049,-0.00012,0.00049
1915,0.000715,0.001251,0.000715
1916,-0.001316,0.000702,-0.001316
1917,0.000473,0.000915,0.000473
1918,0.001692,0.00121,0.001692
1919,-0.002427,-0.001757,-0.002427
1920,0.001379,-0.001095,0.001379
1921,0.000146,-0.000903,0.000146
1922,-0.001656,-0.001712,-0.001656
1923,0.001929,-0.000652,0.001929
1924,-0.001987,-7.6e-05,-0.001987
1925,0.000394,-0.000403,0.000394
1926,0.001352,0.000864,0.001352
1927,-0.001965,-0.001297,-0.001965
1928,0.001068,0.000346,0.001068
1929,0.001179,-0.000869,0.001179
1930,-0.002892,0.000115,-0.002892
1931,0.001565,0.000492,0.001565
1932,-0.000615,-0.001238,-0.000615
1933,-0.000897,-7.2e-05,-0.000897
1934,0.0008,-0.000168,0.0008
1935,-0.000855,-0.000347,-0.000855
1936,-0.001274,-4.7e-05,-0.001274
1937,0.000199,0.000835,0.000199
1938,1.4e-05,0.000871,1.4e-05
1939,-0.000889,-0.001112,-0.000889
1940,0.001554,0.00054,0.001554
1941,0.000841,0.000722,0.000841
1942,-0.00124,0.000186,-0.00124
1943,0.00082,0.001639,0.00082
1944,0.000252,-0.000425,0.000252
1945,-0.000224,0.000733,-0.000224
1946,0.000822,-0.000967,0.000822
1947,-0.00046,-0.000358,-0.00046
1948,-0.00093,0.000582,-0.00093
1949,0.000794,-0.000934,0.000794
1950,-0.001739,3.3e-05,-0.001739
1951,-0.000771,4.1e-05,-0.000771
1952,-0.000364,0.000205,-0.000364
1953,-0.000774,-0.001558,-0.000774
1954,-0.000215,-3.4e-05,-0.000215
1955,0.000998,-0.000539,0.000998
1956,-4e-05,0.001181,-4e-05
1957,0.000181,-3.1e-05,0.000181
1958,-0.000945,0.000447,-0.000945
1959,0.000647,6.3e-05,0.000647
1960,-0.000716,-0.000409,-0.000716
1961,-0.000487,-0.000897,-0.000487
1962,0.001698,0.000972,0.001698
1963,-0.000737,6.3e-05,-0.000737
1964,0.000173,5e-06,0.000173
1965,0.001634,-0.000791,0.001634
1966,-0.001652,0.000221,-0.001652
1967,0.001476,-0.000603,0.001476
1968,0.002014,5.2e-05,0.002014
1969,-0.001867,-0.000119,-0.001867
1970,0.002252,0.000422,0.002252
1971,-0.000188,0.000248,-0.000188
1972,-0.000407,-0.000356,-0.000407
1973,0.000101,0.000131,0.000101
1974,-0.000385,-4.7e-05,-0.000385
1975,-0.000623,0.000167,-0.000623
1976,-0.000351,-0.000215,-0.000351
1977,0.001327,0.001791,0.001327
1978,-0.002728,0.000376,-0.002728
1979,0.001245,0.000887,0.001245
1980,-0.000235,-0.000105,-0.000235
1981,-0.000889,-0.000633,-0.000889
1982,0.001091,0.000809,0.001091
1983,0.001449,-0.000688,0.001449
1984,-0.002212,-0.001116,-0.002212
1985,0.002832,0.000277,0.002832
1986,-0.00064,0.000465,-0.00064
1987,-0.001866,0.000448,-0.001866
1988,0.003002,0.00076,0.003002
1989,0.000195,-0.001294,0.000195
1990,-0.001873,-0.000286,-0.001873
1991,0.00176,0.001118,0.00176
1992,-0.000963,-0.001539,-0.000963
1993,-0.002255,0.000719,-0.002255
1994,0.001999,0.000716,0.001999
1995,-0.000149,0.000894,-0.000149
1996,-0.001606,-0.000724,-0.001606
1997,0.00194,-0.000797,0.00194
1998,-0.000664,-0.000946,-0.000664
1999,-0.001735,-0.000452,-0.001735
2000,0.002221,0.000827,0.002221
2001,-0.000781,-0.000466,-0.000781
2002,-0.000544,-0.00045,-0.000544
2003,0.001043,-0.001141,0.001043
2004,-0.000458,-0.000639,-0.000458
2005,-0.000623,-0.000423,-0.000623
2006,0.001736,9.3e-05,0.001736
2007,0.000498,-0.000217,0.000498
2008,-0.003099,-0.001182,-0.003099
2009,0.002019,-0.000884,0.002019
2010,-6.2e-05,-0.001301,-6.2e-05
2011,-0.001071,-0.001335,-0.001071
2012,0.002457,-0.000571,0.002457
2013,0.00146,0.000204,0.00146
2014,-0.002273,1.4e-05,-0.002273
2015,0.002079,-0.000226,0.002079
2016,-3.9e-05,-0.000804,-3.9e-05
2017,-0.002418,0.000434,-0.002418
2018,0.002329,-0.00052,0.002329
2019,-0.000716,0.000584,-0.000716
2020,-0.001684,-0.000906,-0.001684
2021,0.002577,0.00051,0.002577
2022,1.5e-05,0.000602,1.5e-05
2023,-0.000873,-0.001137,-0.000873
2024,0.001478,0.001288,0.001478
2025,-0.0011,-0.001126,-0.0011
2026,-0.000485,0.000581,-0.000485
2027,-0.000494,-0.000116,-0.000494
2028,-6.4e-05,-0.000485,-6.4e-05
2029,0.000107,0.000405,0.000107
2030,0.001145,-0.001,0.001145
2031,-9.2e-05,-0.000782,-9.2e-05
2032,-0.001685,-0.000781,-0.001685
2033,0.002282,-0.000999,0.002282
2034,-0.001803,-0.000565,-0.001803
2035,0.000748,-0.000381,0.000748
2036,0.002226,-0.000202,0.002226
2037,-0.001683,0.000507,-0.001683
2038,0.000511,0.001105,0.000511
2039,0.001533,-0.000518,0.001533
2040,-0.003083,-0.000169,-0.003083
2041,0.000849,-0.000929,0.000849
2042,0.000908,0.000953,0.000908
2043,-0.001164,0.000509,-0.001164
2044,2.4e-05,0.000537,2.4e-05
2045,0.001569,0.00057,0.001569
2046,-0.001319,0.001411,-0.001319
2047,0.00022,-0.000283,0.00022
2048,0.000782,0.000536,0.000782
2049,-0.001125,0.000538,-0.001125
2050,-0.000105,-0.000524,-0.000105
2051,-0.000113,0.001376,-0.000113
2052,-0.000419,-0.000818,-0.000419
2053,0.000373,0.000523,0.000373
2054,0.000562,4.4e-05,0.000562
2055,-0.000132,-0.000997,-0.000132
2056,0.00042,-0.000141,0.00042
2057,-0.000244,-0.0,-0.000244
2058,0.000563,-0.000338,0.000563
2059,-0.001945,-7.8e-05,-0.001945
2060,0.001336,-0.001083,0.001336
2061,0.00263,0.000734,0.00263
2062,-0.003045,-0.00057,-0.003045
2063,0.001258,0.000121,0.001258
2064,0.000434,-0.000874,0.000434
2065,-0.002465,8.4e-05,-0.002465
2066,0.000666,-0.000625,0.000666
2067,-0.001444,-0.000449,-0.001444
2068,-0.00089,0.000471,-0.00089
2069,0.000123,-0.000468,0.000123
2070,-0.00229,-0.000338,-0.00229
2071,0.001021,0.000318,0.001021
2072,-0.000434,-0.00042,-0.000434
2073,-0.001358,-0.000539,-0.001358
2074,0.000599,0.000233,0.000599
2075,0.000185,0.001193,0.000185
2076,0.00186,0.000249,0.00186
2077,-0.001116,-0.001449,-0.001116
2078,0.002707,-0.000777,0.002707
2079,-0.000598,0.001176,-0.000598
2080,-0.003029,7.5e-05,-0.003029
2081,0.002323,0.000298,0.002323
2082,-0.001109,-8.2e-05,-0.001109
2083,-0.001857,0.000311,-0.001857
2084,0.001624,0.001573,0.001624
2085,-0.001358,6e-06,-0.001358
2086,-0.001058,0.000903,-0.001058
2087,0.000929,0.00124,0.000929
2088,8e-05,-0.000649,8e-05
2089,-0.001239,-0.000643,-0.001239
2090,0.001215,0.001557,0.001215
2091,-0.000858,-0.000256,-0.000858
2092,-8.9e-05,-0.000412,-8.9e-05
2093,0.000612,0.000282,0.000612
2094,0.00029,0.000458,0.00029
2095,-0.001341,0.000605,-0.001341
2096,-0.000908,0.000153,-0.000908
2097,2e-06,-0.000579,2e-06
2098,-0.00138,0.000113,-0.00138
2099,8e-05,0.000719,8e-05
2100,-0.000227,0.000259,-0.000227
2101,-0.003865,-0.000895,-0.003865
2102,0.003312,0.000619,0.003312
2103,-0.001825,-0.000188,-0.001825
2104,-0.00184,0.000632,-0.00184
2105,0.002345,-0.000104,0.002345
2106,-0.003311,0.000195,-0.003311
2107,8.4e-05,0.001079,8.4e-05
2108,0.001645,0.000338,0.001645
2109,-0.000712,0.001703,-0.000712
2110,-0.000292,-0.000273,-0.000292
2111,-0.000293,0.000766,-0.000293
2112,0.001618,0.000182,0.001618
2113,-0.003131,0.00068,-0.003131
2114,0.002189,0.001709,0.002189
2115,-9.6e-05,-0.000956,-9.6e-05
2116,-0.001877,0.000121,-0.001877
2117,0.002676,-0.000301,0.002676
2118,-0.003178,0.001623,-0.003178
2119,0.000665,2.6e-05,0.000665
2120,0.002029,0.000199,0.002029
2121,-0.000991,-0.000391,-0.000991
2122,9e-05,0.000529,9e-05
2123,0.0011,-0.00019,0.0011
2124,-0.000433,-0.00122,-0.000433
2125,-0.000933,-0.000999,-0.000933
2126,0.001621,-0.000683,0.001621
2127,-0.000797,0.001192,-0.000797
2128,-0.001389,-0.000803,-0.001389
2129,0.00194,-0.00072,0.00194
2130,-0.002026,-0.00021,-0.002026
2131,0.000764,-9.4e-05,0.000764
2132,0.002217,-0.001621,0.002217
2133,-0.001705,-0.00043,-0.001705
2134,0.000174,-0.000136,0.000174
2135,0.001744,0.00096,0.001744
2136,-0.001879,-0.0002,-0.001879
2137,-0.001314,0.000602,-0.001314
2138,0.001215,-0.000291,0.001215
2139,-0.000578,0.000527,-0.000578
2140,-0.001292,-0.001217,-0.001292
2141,0.00333,0.001397,0.00333
2142,-0.000787,0.000837,-0.000787
2143,-0.001797,0.001093,-0.001797
2144,0.001377,-6.9e-05,0.001377
2145,-0.002382,3e-05,-0.002382
2146,0.000618,0.000504,0.000618
2147,0.000173,-0.00081,0.000173
2148,-0.000788,-0.000204,-0.000788
2149,-0.000813,0.000555,-0.000813
2150,0.001309,0.000745,0.001309
2151,-0.001681,0.000655,-0.001681
2152,0.000104,2.7e-05,0.000104
2153,0.00187,-0.000642,0.00187
2154,-0.00443,-0.000659,-0.00443
2155,0.004323,0.000911,0.004323
2156,-0.001823,-0.001348,-0.001823
2157,-0.002254,-0.000659,-0.002254
2158,0.004492,0.000496,0.004492
2159,-0.001167,-0.000348,-0.001167
2160,-0.000287,0.000457,-0.000287
2161,0.002376,0.000131,0.002376
2162,-0.001421,-0.000444,-0.001421
