Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675377853.3197129,16,224413,0,GPS1_Frame,42.30782699584961,-71.10736846923828,19.1 M,1.2000000476837158,326312.6875,4686105.5,224413.0,19,T
1675377854.3197606,17,224414,0,GPS1_Frame,42.307823181152344,-71.10737609863281,19.1 M,1.2000000476837158,326312.28125,4686105.0,224414.0,19,T
1675377855.3198025,18,224415,0,GPS1_Frame,42.30781555175781,-71.10737609863281,19.2 M,1.2000000476837158,326311.84375,4686104.0,224415.0,19,T
1675377856.3197155,19,224416,0,GPS1_Frame,42.30781173706055,-71.10738372802734,19.2 M,1.2000000476837158,326311.40625,4686103.5,224416.0,19,T
1675377857.318536,20,224417,0,GPS1_Frame,42.307804107666016,-71.10739135742188,19.3 M,1.2000000476837158,326310.96875,4686103.0,224417.0,19,T
1675377858.3194795,21,224418,0,GPS1_Frame,42.307796478271484,-71.10739135742188,19.3 M,1.2000000476837158,326310.5625,4686102.0,224418.0,19,T
1675377859.3196263,22,224419,0,GPS1_Frame,42.30779266357422,-71.1073989868164,19.3 M,1.2000000476837158,326310.125,4686101.5,224419.0,19,T
1675377860.3193324,23,224420,0,GPS1_Frame,42.30778503417969,-71.10740661621094,19.3 M,1.2000000476837158,326309.6875,4686101.0,224420.0,19,T
1675377861.3191543,24,224421,0,GPS1_Frame,42.30778121948242,-71.10740661621094,19.3 M,1.2000000476837158,326309.28125,4686100.0,224421.0,19,T
1675377862.3199816,25,224422,0,GPS1_Frame,42.30777359008789,-71.10741424560547,19.3 M,1.2000000476837158,326308.84375,4686099.5,224422.0,19,T
1675377863.320438,26,224423,0,GPS1_Frame,42.30776596069336,-71.107421875,19.4 M,1.2000000476837158,326308.40625,4686099.0,224423.0,19,T
1675377864.3201404,27,224424,0,GPS1_Frame,42.30775833129883,-71.107421875,19.4 M,1.2000000476837158,326307.84375,4686098.0,224424.0,19,T
1675377865.319007,28,224425,0,GPS1_Frame,42.30775451660156,-71.10742950439453,19.4 M,1.2000000476837158,326307.40625,4686097.5,224425.0,19,T
1675377866.319729,29,224426,0,GPS1_Frame,42.30774688720703,-71.10743713378906,19.5 M,1.2000000476837158,326306.84375,4686096.5,224426.0,19,T
1675377867.319695,30,224427,0,GPS1_Frame,42.307743072509766,-71.1074447631836,19.5 M,1.2000000476837158,326306.28125,4686096.0,224427.0,19,T
1675377868.318894,31,224428,0,GPS1_Frame,42.307735443115234,-71.1074447631836,19.5 M,1.2000000476837158,326305.84375,4686095.5,224428.0,19,T
1675377869.319911,32,224429,0,GPS1_Frame,42.30773162841797,-71.10745239257812,19.5 M,1.2000000476837158,326305.4375,4686095.0,224429.0,19,T
1675377870.3207793,33,224430,0,GPS1_Frame,42.30772399902344,-71.10746002197266,19.5 M,1.2000000476837158,326304.84375,4686094.0,224430.0,19,T
1675377871.3200333,34,224431,0,GPS1_Frame,42.30772018432617,-71.10746765136719,19.6 M,1.2000000476837158,326304.4375,4686093.5,224431.0,19,T
1675377872.3204052,35,224432,0,GPS1_Frame,42.30771255493164,-71.10746765136719,19.6 M,1.2000000476837158,326304.0,4686093.0,224432.0,19,T
1675377873.3194005,36,224433,0,GPS1_Frame,42.30770492553711,-71.10747528076172,19.6 M,1.2000000476837158,326303.4375,4686092.0,224433.0,19,T
1675377874.3197937,37,224434,0,GPS1_Frame,42.30769729614258,-71.10748291015625,19.6 M,1.2000000476837158,326303.0,4686091.5,224434.0,19,T
1675377875.324521,38,224435,0,GPS1_Frame,42.30769348144531,-71.10748291015625,19.6 M,1.2000000476837158,326302.5625,4686091.0,224435.0,19,T
1675377876.3217037,39,224436,0,GPS1_Frame,42.30768585205078,-71.10749053955078,19.6 M,1.2000000476837158,326302.0,4686090.0,224436.0,19,T
1675377877.3206127,40,224437,0,GPS1_Frame,42.307682037353516,-71.10749816894531,19.6 M,1.2000000476837158,326301.59375,4686089.5,224437.0,19,T
1675377878.3210518,41,224438,0,GPS1_Frame,42.30767822265625,-71.10749816894531,19.6 M,1.2000000476837158,326301.28125,4686089.0,224438.0,19,T
1675377879.3210983,42,224439,0,GPS1_Frame,42.30767059326172,-71.10750579833984,19.6 M,1.2000000476837158,326300.875,4686088.0,224439.0,19,T
1675377880.3203156,43,224440,0,GPS1_Frame,42.30766677856445,-71.10751342773438,19.6 M,1.2000000476837158,326300.4375,4686087.5,224440.0,19,T
1675377881.3203502,44,224441,0,GPS1_Frame,42.30765914916992,-71.10751342773438,19.6 M,1.2000000476837158,326300.0,4686087.0,224441.0,19,T
1675377882.32207,45,224442,0,GPS1_Frame,42.30765151977539,-71.1075210571289,19.6 M,1.2000000476837158,326299.59375,4686086.5,224442.0,19,T
1675377883.320994,46,224443,0,GPS1_Frame,42.307647705078125,-71.10752868652344,19.5 M,1.2000000476837158,326299.15625,4686086.0,224443.0,19,T
1675377884.3196814,47,224444,0,GPS1_Frame,42.30764389038086,-71.10752868652344,19.5 M,1.2000000476837158,326298.71875,4686085.5,224444.0,19,T
1675377885.3198104,48,224445,0,GPS1_Frame,42.307640075683594,-71.10753631591797,19.5 M,1.2000000476837158,326298.3125,4686085.0,224445.0,19,T
1675377886.32016,49,224446,0,GPS1_Frame,42.30763244628906,-71.1075439453125,19.5 M,1.2000000476837158,326297.875,4686084.0,224446.0,19,T
1675377887.3204505,50,224447,0,GPS1_Frame,42.3076286315918,-71.1075439453125,19.5 M,1.2000000476837158,326297.4375,4686083.5,224447.0,19,T
1675377888.320373,51,224448,0,GPS1_Frame,42.307621002197266,-71.10755157470703,19.6 M,1.2000000476837158,326297.03125,4686083.0,224448.0,19,T
1675377889.3202174,52,224449,0,GPS1_Frame,42.3076171875,-71.10755920410156,19.6 M,1.2000000476837158,326296.46875,4686082.5,224449.0,19,T
1675377890.3202915,53,224450,0,GPS1_Frame,42.307613372802734,-71.1075668334961,19.6 M,1.2000000476837158,326296.03125,4686082.0,224450.0,19,T
1675377891.3203235,54,224451,0,GPS1_Frame,42.3076057434082,-71.1075668334961,19.7 M,1.2000000476837158,326295.59375,4686081.5,224451.0,19,T
1675377892.3188765,55,224452,0,GPS1_Frame,42.30760192871094,-71.10757446289062,19.7 M,1.2000000476837158,326295.1875,4686081.0,224452.0,19,T
1675377893.3197646,56,224453,0,GPS1_Frame,42.307594299316406,-71.10758209228516,19.7 M,1.2000000476837158,326294.75,4686080.0,224453.0,19,T
1675377894.3205516,57,224454,0,GPS1_Frame,42.30759048461914,-71.10758209228516,19.7 M,1.2000000476837158,326294.46875,4686079.5,224454.0,19,T
1675377895.3198369,58,224455,0,GPS1_Frame,42.307586669921875,-71.10758972167969,19.7 M,1.2000000476837158,326294.03125,4686079.0,224455.0,19,T
1675377896.3198462,59,224456,0,GPS1_Frame,42.307579040527344,-71.10758972167969,19.7 M,1.2000000476837158,326293.59375,4686078.5,224456.0,19,T
1675377897.319991,60,224457,0,GPS1_Frame,42.30757522583008,-71.10759735107422,19.7 M,1.2000000476837158,326293.1875,4686078.0,224457.0,19,T
1675377898.3198211,61,224458,0,GPS1_Frame,42.30757141113281,-71.10760498046875,19.7 M,1.2000000476837158,326292.75,4686077.5,224458.0,19,T
1675377899.3198032,62,224459,0,GPS1_Frame,42.30756759643555,-71.10760498046875,19.7 M,1.2000000476837158,326292.34375,4686077.0,224459.0,19,T
1675377900.3197496,63,224500,0,GPS1_Frame,42.307559967041016,-71.10761260986328,19.8 M,1.2000000476837158,326291.90625,4686076.5,224500.0,19,T
1675377901.3196864,64,224501,0,GPS1_Frame,42.30755615234375,-71.10761260986328,19.8 M,1.2000000476837158,326291.625,4686076.0,224501.0,19,T
1675377902.3196409,65,224502,0,GPS1_Frame,42.307552337646484,-71.10762023925781,19.8 M,1.2000000476837158,326291.1875,4686075.5,224502.0,19,T
1675377903.319628,66,224503,0,GPS1_Frame,42.30754852294922,-71.10762786865234,19.8 M,1.2000000476837158,326290.78125,4686075.0,224503.0,19,T
1675377904.319119,67,224504,0,GPS1_Frame,42.30754089355469,-71.10762786865234,19.8 M,1.2000000476837158,326290.34375,4686074.0,224504.0,19,T
1675377905.319144,68,224505,0,GPS1_Frame,42.307533264160156,-71.10763549804688,19.8 M,1.2000000476837158,326289.90625,4686073.5,224505.0,19,T
1675377906.3234434,69,224506,0,GPS1_Frame,42.30752944946289,-71.1076431274414,19.8 M,4.5,326289.5,4686073.0,224506.0,19,T
1675377907.3200274,70,224507,0,GPS1_Frame,42.307525634765625,-71.1076431274414,19.7 M,4.5,326289.1875,4686072.5,224507.0,19,T
1675377908.319456,71,224508,0,GPS1_Frame,42.30752182006836,-71.10765075683594,19.7 M,4.5,326288.78125,4686072.0,224508.0,19,T
1675377909.3201492,72,224509,0,GPS1_Frame,42.30751419067383,-71.10765075683594,19.6 M,4.5,326288.34375,4686071.5,224509.0,19,T
1675377910.3200042,73,224510,0,GPS1_Frame,42.3075065612793,-71.10765838623047,19.6 M,4.5,326288.0625,4686070.5,224510.0,19,T
1675377911.3200555,74,224511,0,GPS1_Frame,42.30750274658203,-71.10765838623047,19.5 M,4.400000095367432,326287.75,4686070.0,224511.0,19,T
1675377912.3210473,75,224512,0,GPS1_Frame,42.307498931884766,-71.107666015625,19.5 M,4.400000095367432,326287.46875,4686069.5,224512.0,19,T
1675377913.3205717,76,224513,0,GPS1_Frame,42.3074951171875,-71.107666015625,19.4 M,4.400000095367432,326287.0625,4686069.0,224513.0,19,T
1675377914.3223574,77,224514,0,GPS1_Frame,42.30748748779297,-71.10767364501953,19.4 M,4.400000095367432,326286.625,4686068.0,224514.0,19,T
1675377915.3222132,78,224515,0,GPS1_Frame,42.30747985839844,-71.10768127441406,19.3 M,4.400000095367432,326286.1875,4686067.5,224515.0,19,T
1675377916.3252816,79,224516,0,GPS1_Frame,42.30747604370117,-71.10768127441406,19.3 M,1.600000023841858,326285.78125,4686067.0,224516.0,19,T
1675377917.3220973,80,224517,0,GPS1_Frame,42.307472229003906,-71.1076889038086,19.3 M,1.600000023841858,326285.34375,4686066.5,224517.0,19,T
1675377918.3232627,81,224518,0,GPS1_Frame,42.30746841430664,-71.1076889038086,19.3 M,1.600000023841858,326285.0625,4686066.0,224518.0,19,T
1675377919.3220367,82,224519,0,GPS1_Frame,42.30746078491211,-71.10769653320312,19.2 M,1.600000023841858,326284.625,4686065.5,224519.0,19,T
1675377920.3232517,83,224520,0,GPS1_Frame,42.307456970214844,-71.10769653320312,19.3 M,2.5999999046325684,326284.34375,4686065.0,224520.0,19,T
1675377921.323668,84,224521,0,GPS1_Frame,42.30745315551758,-71.10770416259766,19.3 M,2.5999999046325684,326283.90625,4686064.5,224521.0,19,T
1675377922.3201501,85,224522,0,GPS1_Frame,42.30744552612305,-71.10771179199219,19.3 M,2.5999999046325684,326283.5,4686064.0,224522.0,19,T
1675377923.3198462,86,224523,0,GPS1_Frame,42.30744171142578,-71.10771179199219,19.3 M,2.5999999046325684,326283.0625,4686063.5,224523.0,19,T
1675377924.3203025,87,224524,0,GPS1_Frame,42.307437896728516,-71.10771942138672,19.3 M,2.5999999046325684,326282.65625,4686063.0,224524.0,19,T
