Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675378159.3189433,116,224919,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224919.0,19,T
1675378160.318723,117,224920,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224920.0,19,T
1675378161.3190985,118,224921,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224921.0,19,T
1675378162.3191118,119,224922,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224922.0,19,T
1675378163.3196373,120,224923,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224923.0,19,T
1675378164.319736,121,224924,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224924.0,19,T
1675378165.3199844,122,224925,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224925.0,19,T
1675378166.319698,123,224926,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224926.0,19,T
1675378167.31966,124,224927,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224927.0,19,T
1675378168.3191915,125,224928,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224928.0,19,T
1675378169.319459,126,224929,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224929.0,19,T
1675378170.319762,127,224930,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224930.0,19,T
1675378171.3190513,128,224931,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224931.0,19,T
1675378172.318541,129,224932,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224932.0,19,T
1675378173.3192594,130,224933,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224933.0,19,T
1675378174.3191812,131,224934,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224934.0,19,T
1675378175.3193326,132,224935,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224935.0,19,T
1675378176.320097,133,224936,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224936.0,19,T
1675378177.3193345,134,224937,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224937.0,19,T
1675378178.3197765,135,224938,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224938.0,19,T
1675378179.319753,136,224939,0,GPS1_Frame,42.3075065612793,-71.10771179199219,19.0 M,1.2000000476837158,326283.25,4686070.5,224939.0,19,T
